,Country,Country Code,Year,Government Expenditure (GDP),Adult Literacy Rate,Primary Completion Rate,Pupil-Teacher Ratio (Primary),Pupil-Teacher Ratio (Secondary),Primary School Enrollment Rate,Secondary School Enrollment Rate,Tertiary School Enrollment Rate
1802,Europe & Central Asia (excluding high income),ECA,2002,3.13612997531891,95.4257965087891,99.369010925293,19.81363,11.34348,105.770217895508,91.4721527099609,32.6971282958984
1803,Europe & Central Asia (excluding high income),ECA,2003,3.25831604003907,95.5682220458984,98.7297821044922,19.53694,11.39143,101.196578979492,93.289176940918,35.1379318237305
1804,Europe & Central Asia (excluding high income),ECA,2004,3.33761000633239,95.687141418457,100.593658447266,19.05629,11.33057,101.266326904297,92.3188705444336,36.5373191833496
1805,Europe & Central Asia (excluding high income),ECA,2005,3.39683997631073,95.970329284668,103.662651062012,18.98538,11.29529,102.50853729248,89.7305297851562,38.2656211853027
1806,Europe & Central Asia (excluding high income),ECA,2006,3.29747998714447,95.8777770996094,99.5178527832031,18.71192,11.04547,101.840148925781,91.5535736083984,40.7956199645996
1807,Europe & Central Asia (excluding high income),ECA,2007,3.41326999664307,96.0478134155273,98.8078536987305,18.29529,10.88614,102.071571350098,92.7350769042969,42.0001106262207
1808,Europe & Central Asia (excluding high income),ECA,2008,3.48452806472778,96.1741027832031,98.2372817993164,18.07009,10.7537,100.962333679199,92.2057723999023,42.704761505127
1809,Europe & Central Asia (excluding high income),ECA,2009,4.0983099937439,96.9965896606445,98.4779434204102,18.05049,10.72109,100.371437072754,89.2922668457031,44.4423217773438
1810,Europe & Central Asia (excluding high income),ECA,2010,3.84397292137146,97.5481185913086,97.9123382568359,18.19861,10.83323,100.942611694336,90.902099609375,47.0671806335449
1811,Europe & Central Asia (excluding high income),ECA,2011,4.221519947052,97.9699401855469,99.8189392089844,18.00801,10.89878,101.289398193359,91.7558898925781,49.1224403381348
1812,Europe & Central Asia (excluding high income),ECA,2012,3.95983362197876,98.2156677246094,98.737548828125,17.96262,10.75538,100.636199951172,91.5275192260742,51.9097290039062
1813,Europe & Central Asia (excluding high income),ECA,2013,4.6771149635315,98.3025207519531,98.8924713134766,18.11481,11.15565,104.033531188965,97.9003829956055,54.9185981750488
1814,Europe & Central Asia (excluding high income),ECA,2014,4.41258001327515,98.3676528930664,98.411506652832,18.09482,10.97322,103.389709472656,99.3358993530273,57.6591606140137
1815,Europe & Central Asia (excluding high income),ECA,2015,4.30550003051758,98.4249725341797,97.2079467773438,17.82266,10.77056,100.802108764648,99.2298126220703,59.665168762207
1816,Europe & Central Asia (excluding high income),ECA,2016,4.44612503051758,98.5269012451172,110.766128540039,18.15291,10.54213,100.053382873535,99.6717376708984,63.3695793151855
1817,Europe & Central Asia (excluding high income),ECA,2017,4.01692497730255,98.6416091918945,95.5155410766602,18.41218,10.4964,97.5910568237305,101.273208618164,67.2054290771484
1818,Europe & Central Asia (excluding high income),ECA,2018,4.095134973526,98.6930389404297,93.9598388671875,18.39211,10.48524,98.570930480957,100.984802246094,70.0168380737305
1908,Fragile and conflict affected situations,FCS,2010,3.34388995170593,62.2679100036621,68.7032165527344,32.24411,19.65396,91.6692962646484,43.7030410766602,15.7437000274658
1909,Fragile and conflict affected situations,FCS,2011,3.26981496810913,62.2799491882324,68.4351119995117,32.15943,19.50816,93.5974578857422,44.6118202209473,15.8433504104614
1910,Fragile and conflict affected situations,FCS,2012,3.1868200302124,62.5531806945801,68.6487731933594,31.59612,19.40945,94.9611129760742,45.7165794372559,15.7048397064209
1911,Fragile and conflict affected situations,FCS,2013,3.36955499649048,63.1230697631836,67.7927932739258,31.83551,19.32296,95.3529891967773,47.3591194152832,15.6372098922729
1912,Fragile and conflict affected situations,FCS,2014,3.64819002151489,63.5632705688477,68.1843338012695,31.50363,19.39066,94.7240676879883,45.486499786377,15.8458404541016
1913,Fragile and conflict affected situations,FCS,2015,3.19731497764587,63.9676208496094,68.2402267456055,30.80537,19.17145,92.9860305786133,45.7229690551758,15.4146404266357
1914,Fragile and conflict affected situations,FCS,2016,2.56234002113342,64.4507369995117,68.887451171875,30.41004,19.04124,93.447151184082,45.1097717285156,15.0840997695923
1915,Fragile and conflict affected situations,FCS,2017,3.78976988792419,65.0863494873047,69.2484130859375,30.4998,19.01331,94.0798034667969,45.6167793273926,15.1046104431152
1916,Fragile and conflict affected situations,FCS,2018,2.90131509304046,65.0842590332031,69.8461303710938,30.49175,19.02135,95.1604080200195,46.0214881896973,15.087420463562
1992,Georgia,GEO,2002,2.23501992225647,100.0,107.525077819824,13.85575,9.40904,103.32967376709,88.5937194824219,46.9072303771973
2004,Georgia,GEO,2014,2.99768662452698,100.0,108.327568054199,9.07882,7.24917,109.708587646484,105.019508361816,45.7736511230469
2007,Georgia,GEO,2017,3.52442002296448,99.0,120.752311706543,9.01533,7.39342,103.245559692383,109.0791015625,62.7497596740723
2008,Georgia,GEO,2018,3.46094989776611,99.6536636352539,102.538223266602,8.98194,7.57537,101.231880187988,111.162422180176,66.0417785644531
2056,Ghana,GHA,2017,3.18611741065979,64.4923934936523,87.8497772216797,27.29644,15.63675,99.0500717163086,66.3819198608398,16.3660793304443
2133,Guatemala,GTM,2012,3.00524997711182,78.0,86.4331207275391,25.54245,13.66083,111.67342376709,53.3110084533691,16.934289932251
2134,Guatemala,GTM,2013,2.88808989524841,77.0,86.4700469970703,23.66146,12.32395,108.923187255859,53.4995193481445,19.6571807861328
2135,Guatemala,GTM,2014,2.98562002182007,81.0,86.1878128051758,22.98198,12.66446,105.432632446289,53.089958190918,18.3490905761719
2139,Guatemala,GTM,2018,3.13193988800049,81.0,81.7480926513672,20.26228,10.49312,103.577819824219,54.1130104064941,17.5163669586182
2192,Guyana,GUY,2009,2.15057992935181,84.994010925293,103.29638671875,25.56063,21.90081,98.9239730834961,90.7434616088867,9.95514011383057
2218,Heavily indebted poor countries (HIPC),HPC,1999,2.56853008270264,49.9396514892578,42.2675590515137,41.61852,22.94543,69.1054306030273,20.7363891601562,2.93730998039246
2219,Heavily indebted poor countries (HIPC),HPC,2000,2.46335005760193,50.9425811767578,42.7526893615723,43.53539,23.44485,71.4921875,21.357400894165,3.21539998054504
2220,Heavily indebted poor countries (HIPC),HPC,2001,2.65844988822937,51.7623100280762,45.3124809265137,44.29519,23.31164,75.0723037719727,22.5198802947998,3.50811004638672
2221,Heavily indebted poor countries (HIPC),HPC,2002,2.4695200920105,52.5177001953125,47.3865203857422,45.32273,23.6356,80.5448532104492,23.4486198425293,3.8058500289917
2223,Heavily indebted poor countries (HIPC),HPC,2004,2.81261992454529,53.5885200500488,50.6596603393555,45.46054,24.15766,86.9185333251953,25.8416595458984,4.37358999252319
2224,Heavily indebted poor countries (HIPC),HPC,2005,2.8372700214386,53.8459815979004,53.3906097412109,45.2227,23.88063,89.8622589111328,27.24049949646,4.7024998664856
2225,Heavily indebted poor countries (HIPC),HPC,2006,2.8199999332428,52.2345886230469,55.6672706604004,44.29735,23.92678,92.5167617797852,28.8860607147217,5.07634019851685
2227,Heavily indebted poor countries (HIPC),HPC,2008,2.75020003318786,53.9699897766113,61.6988906860352,44.00887,23.69813,98.7932281494141,32.4753303527832,5.93830013275146
2228,Heavily indebted poor countries (HIPC),HPC,2009,3.13160502910614,54.1996803283691,65.1247100830078,43.50385,23.30246,98.7490310668945,34.1266708374023,6.52301979064941
2229,Heavily indebted poor countries (HIPC),HPC,2010,3.24651002883911,55.2288017272949,65.3339920043945,42.29911,23.24454,98.8158416748047,35.9095001220703,7.15283012390137
2230,Heavily indebted poor countries (HIPC),HPC,2011,3.08540308475494,57.1646308898926,65.0622024536133,42.12942,23.31242,98.7626724243164,37.2314987182617,7.42623996734619
2231,Heavily indebted poor countries (HIPC),HPC,2012,3.28166997432708,58.5303497314453,65.2197418212891,41.22102,23.04886,99.8909606933594,38.4252281188965,7.83987998962402
2232,Heavily indebted poor countries (HIPC),HPC,2013,3.39098501205445,59.5384292602539,64.919921875,40.9112,22.07264,99.7932662963867,39.3764381408691,8.248459815979
2233,Heavily indebted poor countries (HIPC),HPC,2014,3.4237699508667,60.2966194152832,65.1575012207031,40.48945,21.88557,100.490348815918,39.9703712463379,8.53837013244629
2234,Heavily indebted poor countries (HIPC),HPC,2015,3.49412989616394,60.8749885559082,65.2255706787109,39.91367,21.44457,99.4691619873047,40.1459503173828,8.62485027313232
2235,Heavily indebted poor countries (HIPC),HPC,2016,3.1694552898407,61.4943389892578,65.8659591674805,39.66627,21.1948,100.110160827637,40.5296783447266,8.5213098526001
2236,Heavily indebted poor countries (HIPC),HPC,2017,3.72964000701904,62.6077117919922,66.5802688598633,39.64473,20.97459,100.640892028809,40.834300994873,8.67872047424316
2237,Heavily indebted poor countries (HIPC),HPC,2018,3.32295989990234,64.1616592407227,67.6395492553711,39.66142,21.37058,101.498870849609,41.258430480957,8.8309497833252
2284,Honduras,HND,2016,6.09509515762329,89.0,78.111328125,28.37057,14.49878,89.5983581542969,50.6989898681641,20.9513092041016
2341,IBRD only,IBD,1999,4.22040987014771,82.0460205078125,86.2277297973633,26.96506,18.23987,105.511032104492,59.1932907104492,15.0199203491211
2342,IBRD only,IBD,2000,3.90146005153656,82.4675827026367,87.2524032592773,26.50355,18.60503,105.849342346191,60.4066696166992,16.0245704650879
2343,IBRD only,IBD,2001,3.83357000350952,82.8492126464844,89.9217987060547,25.98967,19.22808,107.799766540527,62.7617301940918,17.3320693969727
2344,IBRD only,IBD,2002,3.82300996780396,83.2500076293945,90.1951675415039,25.56539,19.22615,106.92121887207,65.1647872924805,18.7700996398926
2345,IBRD only,IBD,2003,3.86901998519897,83.8292694091797,90.6830062866211,24.67268,19.09272,108.458969116211,66.1595764160156,20.2690601348877
2346,IBRD only,IBD,2004,3.86734998226166,84.2263336181641,91.5871429443359,24.81289,19.12028,108.461708068848,67.6564636230469,21.4563999176025
2347,IBRD only,IBD,2005,3.86000990867615,84.2472381591797,92.4970016479492,24.49458,18.80545,108.075103759766,69.0964202880859,22.4715003967285
2348,IBRD only,IBD,2006,3.90346002578735,84.5352783203125,92.6834182739258,24.25543,18.46705,108.397727966309,69.9949798583984,23.812370300293
2349,IBRD only,IBD,2007,3.68460988998413,85.4190292358398,95.0665283203125,24.03075,18.02382,109.276718139648,72.7340927124023,25.1788005828857
2350,IBRD only,IBD,2008,4.10174989700317,85.8871994018555,98.3335494995117,23.92234,17.57182,109.444839477539,74.9644927978516,26.6339702606201
2351,IBRD only,IBD,2009,4.4244258403778,86.1740036010742,98.6954727172852,23.46273,17.26407,108.861587524414,76.4229202270508,27.7095794677734
2352,IBRD only,IBD,2010,3.85746002197266,86.7662506103516,98.1338729858398,23.04905,17.21703,108.382102966309,78.6621780395508,29.5112705230713
2353,IBRD only,IBD,2011,3.85078835487366,87.0804672241211,97.1925964355469,22.78424,17.44554,107.843521118164,80.6680908203125,31.9134292602539
2354,IBRD only,IBD,2012,4.08916592597962,87.4373931884766,96.6879119873047,22.65163,17.38847,107.71134185791,81.4745407104492,33.5440101623535
2355,IBRD only,IBD,2013,4.12616515159607,87.6772994995117,97.1044082641602,22.03846,18.27212,108.381927490234,82.8512191772461,34.8558311462402
2356,IBRD only,IBD,2014,4.10536003112793,88.0670471191406,96.6431198120117,21.65103,18.22951,106.187461853027,84.6657562255859,38.8520202636719
2357,IBRD only,IBD,2015,4.22419118881225,88.3388214111328,96.0550689697266,21.50841,17.94955,105.960083007812,84.5298690795898,40.6654510498047
2358,IBRD only,IBD,2016,4.20638513565063,88.5159606933594,96.8150177001953,22.06742,17.4179,107.53360748291,84.7878112792969,41.6879997253418
2359,IBRD only,IBD,2017,4.07755994796753,88.6870803833008,96.3469696044922,21.98289,17.26164,106.641868591309,84.3879089355469,42.4549789428711
2360,IBRD only,IBD,2018,3.99742722511292,88.9081726074219,95.9918518066406,21.996,17.23354,101.427490234375,85.1195602416992,43.2023315429688
2366,IDA & IBRD total,IBT,1999,3.51713502407074,77.353630065918,78.9580307006836,28.93467,18.78857,97.9408111572266,52.0635108947754,12.5732498168945
2367,IDA & IBRD total,IBT,2000,3.34339499473572,77.5923233032227,79.6845626831055,28.74273,19.15325,98.6044006347656,53.112678527832,13.3889904022217
2368,IDA & IBRD total,IBT,2001,3.45869994163513,77.9910736083984,81.8263092041016,28.38908,19.75936,100.148872375488,54.9786186218262,14.4465198516846
2369,IDA & IBRD total,IBT,2002,3.34311497211456,78.413200378418,82.290901184082,28.29544,19.76352,100.254180908203,56.9645614624023,15.5718097686768
2370,IDA & IBRD total,IBT,2003,3.45890498161316,78.9989395141602,82.3833312988281,27.54779,19.62639,101.946617126465,57.8767395019531,16.7291202545166
2371,IDA & IBRD total,IBT,2004,3.40012001991272,79.4049911499023,83.0246429443359,27.74522,19.69354,102.711318969727,59.1141700744629,17.6583595275879
2372,IDA & IBRD total,IBT,2005,3.50626003742218,79.412239074707,84.0719375610352,27.61426,19.35036,102.995277404785,60.124080657959,18.5234603881836
2373,IDA & IBRD total,IBT,2006,3.65872502326966,79.3713607788086,84.4986801147461,27.52692,19.06011,103.469200134277,60.958740234375,19.5920600891113
2374,IDA & IBRD total,IBT,2007,3.60649991035462,80.0746612548828,85.8965911865234,27.43755,18.65244,104.22306060791,62.9477806091309,20.6894798278809
2375,IDA & IBRD total,IBT,2008,3.8051700592041,80.5175476074219,87.9711380004883,27.37657,18.25977,104.405639648438,64.6552429199219,21.861930847168
2376,IDA & IBRD total,IBT,2009,4.05915498733521,80.7899703979492,88.9474411010742,26.97649,18.02258,104.140533447266,65.8576202392578,22.8120307922363
2377,IDA & IBRD total,IBT,2010,3.55966520309448,81.5767974853516,88.6555786132812,26.57106,18.02609,103.897392272949,67.6849822998047,24.2095203399658
2378,IDA & IBRD total,IBT,2011,3.75423002243042,81.8127212524414,87.9574432373047,26.26128,18.13249,103.848258972168,69.1427001953125,25.9606494903564
2379,IDA & IBRD total,IBT,2012,3.6819269657135,82.0486907958984,87.861686706543,26.31432,18.24865,103.983200073242,69.9024505615234,27.1407909393311
2380,IDA & IBRD total,IBT,2013,3.81294429302215,82.4236068725586,87.8365325927734,25.46278,18.93456,104.213287353516,71.1392364501953,28.0200099945068
2381,IDA & IBRD total,IBT,2014,3.76007509231568,82.8472290039062,87.6455535888672,25.14388,18.82211,102.755409240723,72.095703125,30.7718696594238
2382,IDA & IBRD total,IBT,2015,3.81777501106263,83.314323425293,87.2855911254883,24.93134,18.5601,102.122550964355,72.0721817016602,31.958459854126
2383,IDA & IBRD total,IBT,2016,3.76402878761292,83.7035293579102,87.9789886474609,25.36889,18.16581,103.358703613281,72.2192993164062,32.540210723877
2384,IDA & IBRD total,IBT,2017,3.78976988792419,83.915153503418,87.7902908325195,25.27992,17.97486,102.880157470703,71.8205795288086,32.9423408508301
2385,IDA & IBRD total,IBT,2018,3.71392011642456,84.2388763427734,87.9017868041992,25.328,18.02335,99.9972686767578,72.4737701416016,33.3549690246582
2396,IDA blend,IDB,2004,2.79530000686646,61.0164184570312,69.458366394043,36.22164,22.88128,88.2752380371094,34.3327102661133,6.16229009628296
2397,IDA blend,IDB,2005,2.65651988983154,60.505199432373,70.3619003295898,36.94261,22.32893,89.7935333251953,34.6389389038086,6.68754005432129
2401,IDA blend,IDB,2009,4.01999998092651,61.6024017333984,67.5856781005859,38.50784,20.65859,85.0336837768555,40.2150001525879,7.45406007766724
2402,IDA blend,IDB,2010,3.83175992965698,62.0891990661621,68.8930435180664,38.17689,21.16983,85.3830718994141,41.9730987548828,7.85711002349854
2403,IDA blend,IDB,2011,3.67674994468689,62.1978187561035,67.8152313232422,35.91002,18.7994,86.2980575561523,42.7293090820312,8.43338966369629
2404,IDA blend,IDB,2012,4.93121004104614,63.44921875,68.9862594604492,40.2824,21.15492,87.2760467529297,43.8208808898926,8.98731994628906
2405,IDA blend,IDB,2013,4.96091032028198,63.3329391479492,69.2816314697266,34.43668,19.41601,87.7344589233398,46.8692283630371,9.34994029998779
2406,IDA blend,IDB,2014,4.7172999382019,64.2169723510742,69.9967193603516,34.2286,18.33013,87.487907409668,44.3073387145996,9.54360008239746
2407,IDA blend,IDB,2015,3.13882994651794,64.9576721191406,70.3202514648438,34.17311,18.23693,85.5449066162109,45.5577011108398,9.5746898651123
2408,IDA blend,IDB,2016,3.61395156383514,65.6732635498047,70.9287261962891,34.72972,19.05278,86.9503631591797,44.6337394714355,9.57781982421875
2409,IDA blend,IDB,2017,4.22055625915527,65.837028503418,71.0066909790039,34.27092,18.48555,86.8306503295898,44.5074195861816,9.80747985839844
2410,IDA blend,IDB,2018,2.90131509304046,66.2510223388672,72.3729400634766,34.26502,18.86477,88.1298370361328,45.4466400146484,9.70331001281738
2416,IDA only,IDX,1999,2.60503005981445,54.3507308959961,50.2200088500977,40.23509,26.08005,77.4103927612305,30.2506008148193,4.38712978363037
2417,IDA only,IDX,2000,2.51418507099152,55.1924514770508,51.1018600463867,41.56662,26.07487,79.3357772827148,31.2129497528076,4.69468021392822
2418,IDA only,IDX,2001,2.66750001907349,55.8736686706543,52.9011306762695,41.81829,26.03394,81.5244903564453,32.3019905090332,5.19004011154175
2419,IDA only,IDX,2002,2.68510496616364,56.57666015625,54.7394104003906,42.92273,25.62723,85.9730682373047,33.3927612304688,5.336669921875
2421,IDA only,IDX,2004,2.91176009178162,57.7718086242676,57.6366386413574,43.01005,24.32356,90.9203262329102,35.0717887878418,5.65575981140137
2422,IDA only,IDX,2005,3.3371399641037,58.2214813232422,60.333438873291,43.01487,23.51519,93.2155303955078,35.8219718933105,6.09139013290405
2423,IDA only,IDX,2006,3.00991988182068,56.0124816894531,61.8522987365723,42.5563,23.84524,95.5280303955078,37.0281600952148,6.58143997192383
2424,IDA only,IDX,2007,3.07841992378235,57.0633087158203,62.9294586181641,42.14318,23.57327,96.9948196411133,37.9446182250977,7.03156995773315
2425,IDA only,IDX,2008,3.2510449886322,57.4542999267578,64.6448287963867,41.9291,23.95458,99.3857574462891,39.1138801574707,7.69601011276245
2426,IDA only,IDX,2009,3.1739399433136,57.6564483642578,68.1138381958008,41.58895,23.95345,99.8200225830078,40.7782516479492,8.48649024963379
2427,IDA only,IDX,2010,3.10314500331878,60.1636695861816,68.700927734375,40.50759,23.83878,100.274490356445,42.3554191589355,9.25524044036865
2428,IDA only,IDX,2011,3.08540308475494,60.3880386352539,69.6975784301758,39.87939,24.0673,101.361167907715,43.3916282653809,9.62956047058105
2429,IDA only,IDX,2012,3.28166997432708,59.8136100769043,70.3554763793945,38.97507,24.15077,101.963676452637,44.6201591491699,10.0173797607422
2430,IDA only,IDX,2013,3.25923001766205,61.5701904296875,69.6320495605469,38.49187,24.12494,101.115013122559,45.3016204833984,10.380539894104
2431,IDA only,IDX,2014,3.36896991729737,62.2671012878418,70.2782135009766,37.82136,24.09625,101.194808959961,45.9595603942871,10.7048301696777
2432,IDA only,IDX,2015,3.44449663162231,64.0593566894531,70.7191925048828,36.95185,23.66721,100.291236877441,46.4921417236328,11.0380296707153
2433,IDA only,IDX,2016,3.22929000854492,65.7944717407227,71.5736770629883,36.21857,23.4596,100.717147827148,47.6694984436035,11.1728897094727
2434,IDA only,IDX,2017,3.55532240867615,66.6250305175781,72.543327331543,35.93808,23.10511,101.254531860352,47.7038688659668,11.3278503417969
2435,IDA only,IDX,2018,3.38626492023468,67.8368682861328,73.5809097290039,35.97722,23.53348,102.257278442383,48.5642890930176,11.7931299209595
2441,IDA total,IDA,1999,2.64153003692627,56.3888092041016,57.0607299804688,38.6285,23.39018,78.7687530517578,30.0922603607178,4.44378995895386
2442,IDA total,IDA,2000,2.51418507099152,56.0110816955566,57.6923484802246,39.66203,23.65135,80.8696212768555,30.8092708587646,4.75686979293823
2443,IDA total,IDA,2001,2.68735003471375,56.7197799682617,58.928768157959,39.72578,23.88236,82.2978668212891,31.8622608184814,5.18636989593506
2444,IDA total,IDA,2002,2.81048011779785,57.4326286315918,59.9894790649414,40.67279,23.83942,85.2167663574219,32.7403793334961,5.39492988586426
2446,IDA total,IDA,2004,2.86219000816345,58.8550796508789,61.6662712097168,40.54715,23.77725,90.0542068481445,34.8138885498047,5.82950019836426
2447,IDA total,IDA,2005,3.3096399307251,58.9841804504395,63.7380599975586,40.85441,23.06853,92.0960998535156,35.4071083068848,6.29584980010986
2448,IDA total,IDA,2006,3.00991988182068,57.7459297180176,65.3314590454102,41.1092,22.94072,93.1935729980469,36.8980598449707,6.63453006744385
2450,IDA total,IDA,2008,3.2510449886322,58.5265808105469,65.1013565063477,41.2443,22.62204,94.39453125,39.0444183349609,7.43887996673584
2451,IDA total,IDA,2009,3.25490999221802,58.9762382507324,67.9354934692383,40.63645,22.64745,94.989143371582,40.5819206237793,8.13158988952637
2452,IDA total,IDA,2010,3.10314500331878,60.8083305358887,68.7656631469727,39.79504,22.79844,95.4068374633789,42.2224617004395,8.77457046508789
2453,IDA total,IDA,2011,3.08540308475494,60.994140625,69.0610809326172,38.61901,21.86446,96.4327392578125,43.1618309020996,9.21835041046143
2454,IDA total,IDA,2012,3.37651991844177,61.0300102233887,69.8920364379883,39.36327,22.99397,97.156852722168,44.3434600830078,9.6640100479126
2455,IDA total,IDA,2013,3.30608010292053,62.1590881347656,69.5134506225586,37.18445,22.1521,96.7377700805664,45.8437614440918,10.0281295776367
2456,IDA total,IDA,2014,3.4237699508667,62.9177017211914,70.1829071044922,36.67877,21.68999,96.7229614257812,45.3852005004883,10.308030128479
2457,IDA total,IDA,2015,3.36937510967255,64.3584671020508,70.5841979980469,36.09061,21.40375,95.4703903198242,46.1679191589355,10.5392198562622
2458,IDA total,IDA,2016,3.22929000854492,65.7542266845703,71.3552322387695,35.76871,21.72611,96.2023010253906,46.6178894042969,10.631139755249
2459,IDA total,IDA,2017,3.65234744548798,66.364616394043,72.0199279785156,35.43115,21.27684,96.5107879638672,46.5971412658691,10.8144702911377
2460,IDA total,IDA,2018,3.26730489730835,67.3140869140625,73.1683502197266,35.45098,21.68306,97.6027297973633,47.4841613769531,11.089409828186
2502,India,IND,2011,3.79618000984192,69.0,95.8912353515625,35.15463,25.92121,109.70790287368,68.5910110473633,23.8253688812256
2520,Indonesia,IDN,2004,2.74847006797791,90.0,98.6548461914062,20.12598,14.20076,111.60619354248,63.9592704772949,16.3212699890137
2524,Indonesia,IDN,2008,2.90190005302429,92.0,99.1960372924805,20.68852,11.95971,110.809883117676,71.4267272949219,20.8093490600586
2525,Indonesia,IDN,2009,3.52513003349304,93.0,100.199127197266,19.77613,12.59356,112.17903137207,75.8255615234375,23.0492897033691
2527,Indonesia,IDN,2011,3.18944001197815,93.0,102.359306335449,18.9804,14.76712,115.483630556977,79.5367202758789,25.4599514007568
2530,Indonesia,IDN,2014,3.28800988197327,95.0,109.713562011719,16.55935,15.4731,110.910578364806,84.6881516846731,30.5253391265869
2532,Indonesia,IDN,2016,1.21023452281952,95.0,107.964698791504,13.97814,14.11492,107.16207384874,88.5644920884794,35.4757537841797
2534,Indonesia,IDN,2018,0.99443644285202,96.0,104.974113464355,17.03493,15.2071,104.648287253309,93.4309363897896,36.7954559326172
2557,"Iran, Islamic Rep.",IRN,2016,3.17396998405457,86.0,98.347053527832,27.32117,18.6938,107.907333374023,85.4874420166016,69.1833267211914
2627,Italy,ITA,2001,4.65009021759033,98.0,101.709518432617,10.69891,10.13982,101.998977661133,97.2837066650391,53.4531898498535
2716,Jordan,JOR,2018,2.95461988449097,95.4314498901367,95.7247161865234,18.53699,12.26127,98.8939208984375,89.7929077148438,31.5562992095947
2851,Kyrgyz Republic,KGZ,1999,4.0852198600769,99.0,90.7832870483398,24.4244,13.16229,92.8396835327148,80.8123092651367,29.379020690918
2861,Kyrgyz Republic,KGZ,2009,6.23267984390259,99.0,97.8589477539062,24.03166,14.71127,98.3154220581055,84.9877090454102,42.5611915588379
2877,Lao PDR,LAO,2000,1.50369000434875,70.0,67.0233306884766,30.13631,21.33414,106.731010437012,33.6032104492188,2.65777993202209
2878,Lao PDR,LAO,2001,1.9902800321579,69.0,67.0535430908203,29.9336,22.73286,105.038230895996,35.6250381469727,3.0681300163269
2882,Lao PDR,LAO,2005,2.4140899181366,73.0,72.9880905151367,31.47889,24.78485,115.79541015625,43.8206405639648,7.70166015625
2888,Lao PDR,LAO,2011,1.70801997184753,58.2879409790039,89.3581085205078,26.80852,19.88845,120.713156338385,47.4730241601277,17.6739711761475
2892,Lao PDR,LAO,2015,2.73689794540405,85.0,101.072700500488,24.15685,18.7202,114.178732773493,62.4192450718287,18.1812057495117
2901,Late-demographic dividend,LTE,1999,4.13379001617432,91.0436935424805,94.7917404174805,23.43892,15.37203,112.971893310547,65.9256286621094,14.7674798965454
2902,Late-demographic dividend,LTE,2000,3.85399007797241,91.3087692260742,95.8117904663086,22.77819,15.82149,113.764663696289,66.832649230957,16.0635795593262
2903,Late-demographic dividend,LTE,2001,3.89494001865387,91.6135711669922,97.33203125,21.9088,16.64336,114.595680236816,68.8402709960938,17.9242992401123
2904,Late-demographic dividend,LTE,2002,4.04881000518799,91.9008102416992,96.4442596435547,21.2232,16.76972,113.099746704102,72.466796875,20.3082103729248
2905,Late-demographic dividend,LTE,2003,4.2072548866272,92.2739868164062,95.3840026855469,19.35308,16.46943,111.530921936035,72.3223419189453,22.7162895202637
2906,Late-demographic dividend,LTE,2004,4.06623005867005,92.5338516235352,94.7140121459961,19.74963,16.37975,109.856239318848,74.1172714233398,24.5807991027832
2907,Late-demographic dividend,LTE,2005,3.85526001453399,92.8037185668945,93.9486465454102,19.04118,16.25185,107.697952270508,76.0938873291016,26.3646697998047
2908,Late-demographic dividend,LTE,2006,3.86626005172729,93.0811386108398,93.5432205200195,18.80967,16.09261,107.088203430176,77.1257400512695,28.044469833374
2909,Late-demographic dividend,LTE,2007,4.29118990898133,94.0713577270508,95.920768737793,18.42971,15.59635,106.781272888184,80.8960571289062,29.0946998596191
2910,Late-demographic dividend,LTE,2008,4.22755002975464,94.2847366333008,100.889846801758,18.13589,15.27202,106.849319458008,83.9307632446289,29.8946800231934
2911,Late-demographic dividend,LTE,2009,4.48398017883301,94.5491333007812,101.180923461914,17.81222,15.10351,105.861709594727,87.7371292114258,30.8946990966797
2912,Late-demographic dividend,LTE,2010,4.18953990936279,94.6813812255859,100.793556213379,17.52474,14.91824,104.723587036133,89.8298721313477,32.8101501464844
2913,Late-demographic dividend,LTE,2011,4.0617299079895,95.0619812011719,98.9887771606445,17.43371,14.67161,103.714347839355,90.9393692016602,34.3518600463867
2914,Late-demographic dividend,LTE,2012,4.19571113586426,95.2516174316406,96.2503814697266,17.37319,14.28352,103.165176391602,91.0229263305664,36.1874198913574
2915,Late-demographic dividend,LTE,2013,4.29638004302979,95.3285369873047,96.6082229614258,17.36981,14.80778,103.39981842041,93.0137786865234,38.7367782592773
2916,Late-demographic dividend,LTE,2014,4.39433002471924,95.4986572265625,93.2158813476562,16.91172,14.3671,100.563346862793,91.9450988769531,46.1528511047363
2917,Late-demographic dividend,LTE,2015,4.51591181755066,95.65283203125,91.7287826538086,16.96478,14.02361,99.9226226806641,91.0951080322266,48.4288711547852
2918,Late-demographic dividend,LTE,2016,4.27618479728699,95.8741836547852,93.1420135498047,17.14734,13.75482,100.130836486816,90.5097274780273,49.8036804199219
2919,Late-demographic dividend,LTE,2017,4.25155448913574,96.0356369018555,94.9716186523438,17.2078,13.58041,100.514801025391,90.4111099243164,51.0395698547363
2920,Late-demographic dividend,LTE,2018,4.13194847106934,96.1808090209961,95.7353668212891,17.16688,13.50771,100.65087890625,91.1859283447266,52.6168899536133
2926,Latin America & Caribbean,LCN,1999,3.75450503826141,88.716552734375,90.3557434082031,25.93376,17.60807,119.349182128906,70.4012298583984,22.0090999603271
